# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv3699	Rv3699	Rv3699	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3705A	Rv3705A	Rv3705A	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3705c	Rv3705c	Rv3705c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3706c	Rv3706c	Rv3706c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3707c	Rv3707c	Rv3707c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv3712	Rv3712	Rv3712	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv3714c	Rv3714c	Rv3714c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3716c	Rv3716c	Rv3716c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3717	Rv3717	Rv3717	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3718c	Rv3718c	Rv3718c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3719	Rv3719	Rv3719	protein_coding	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Rv3720	Rv3720	Rv3720	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3722c	Rv3722c	Rv3722c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3723	Rv3723	Rv3723	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv3725	Rv3725	Rv3725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3726	Rv3726	Rv3726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3727	Rv3727	Rv3727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3728	Rv3728	Rv3728	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3729	Rv3729	Rv3729	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3730c	Rv3730c	Rv3730c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3732	Rv3732	Rv3732	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3733c	Rv3733c	Rv3733c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3735	Rv3735	Rv3735	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3736	Rv3736	Rv3736	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv3737	Rv3737	Rv3737	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv3740c	Rv3740c	Rv3740c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3741c	Rv3741c	Rv3741c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3742c	Rv3742c	Rv3742c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3745c	Rv3745c	Rv3745c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3747	Rv3747	Rv3747	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv3748	Rv3748	Rv3748	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv3749c	Rv3749c	Rv3749c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3750c	Rv3750c	Rv3750c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3752c	Rv3752c	Rv3752c	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
Rv3753c	Rv3753c	Rv3753c	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
Rv3755c	Rv3755c	Rv3755c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv3760	Rv3760	Rv3760	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3762c	Rv3762c	Rv3762c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3766	Rv3766	Rv3766	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3767c	Rv3767c	Rv3767c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3768	Rv3768	Rv3768	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3769	Rv3769	Rv3769	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3770c	Rv3770c	Rv3770c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3771c	Rv3771c	Rv3771c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3773c	Rv3773c	Rv3773c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv3776	Rv3776	Rv3776	protein_coding	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0
Rv3777	Rv3777	Rv3777	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Rv3778c	Rv3778c	Rv3778c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv3779	Rv3779	Rv3779	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3780	Rv3780	Rv3780	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3785	Rv3785	Rv3785	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3786c	Rv3786c	Rv3786c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3787c	Rv3787c	Rv3787c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv3788	Rv3788	Rv3788	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3789	Rv3789	Rv3789	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3798	Rv3798	Rv3798	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Rv3813c	Rv3813c	Rv3813c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3814c	Rv3814c	Rv3814c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3815c	Rv3815c	Rv3815c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3816c	Rv3816c	Rv3816c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3817	Rv3817	Rv3817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3818	Rv3818	Rv3818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3821	Rv3821	Rv3821	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3822	Rv3822	Rv3822	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3827c	Rv3827c	Rv3827c	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2
Rv3828c	Rv3828c	Rv3828c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3829c	Rv3829c	Rv3829c	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Rv3830c	Rv3830c	Rv3830c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv3831	Rv3831	Rv3831	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
Rv3832c	Rv3832c	Rv3832c	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv3833	Rv3833	Rv3833	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv3835	Rv3835	Rv3835	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3836	Rv3836	Rv3836	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3837c	Rv3837c	Rv3837c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3839	Rv3839	Rv3839	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3840	Rv3840	Rv3840	protein_coding	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Rv3843c	Rv3843c	Rv3843c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3847	Rv3847	Rv3847	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3848	Rv3848	Rv3848	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3850	Rv3850	Rv3850	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3851	Rv3851	Rv3851	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3856c	Rv3856c	Rv3856c	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv3857c	Rv3857c	Rv3857c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3860	Rv3860	Rv3860	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1	0
Rv3861	Rv3861	Rv3861	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	1
Rv3863	Rv3863	Rv3863	protein_coding	0	0	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	4
Rv3888c	Rv3888c	Rv3888c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3896c	Rv3896c	Rv3896c	protein_coding	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1
Rv3897c	Rv3897c	Rv3897c	protein_coding	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0
Rv3898c	Rv3898c	Rv3898c	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv3899c	Rv3899c	Rv3899c	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv3900c	Rv3900c	Rv3900c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv3901c	Rv3901c	Rv3901c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv3902c	Rv3902c	Rv3902c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3903c	Rv3903c	Rv3903c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3906c	Rv3906c	Rv3906c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3909	Rv3909	Rv3909	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv3910	Rv3910	Rv3910	protein_coding	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	1
Rv3912	Rv3912	Rv3912	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3916c	Rv3916c	Rv3916c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3920c	Rv3920c	Rv3920c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3921c	Rv3921c	Rv3921c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3922c	Rv3922c	Rv3922c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TB11.2	Rv3592	Rv3592	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TB15.3	Rv1636	Rv1636	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TB16.3	Rv2185c	Rv2185c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TB18.5	Rv0164	Rv0164	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
TB18.6	Rv2140c	Rv2140c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TB27.3	Rv0577	Rv0577	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
TB31.7	Rv2623	Rv2623	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TB7.3	Rv3221c	Rv3221c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TB8.4	Rv1174c	Rv1174c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
TB9.4	Rv3208A	Rv3208A	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
aac	Rv0262c	Rv0262c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
aao	Rv1905c	Rv1905c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
accA1	Rv2501c	Rv2501c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
accA2	Rv0973c	Rv0973c	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	1
accA3	Rv3285	Rv3285	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
accD1	Rv2502c	Rv2502c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
accD2	Rv0974c	Rv0974c	protein_coding	0	0	1	6	0	0	0	0	2	0	1	0	0	0	0	0	0	4
accD3	Rv0904c	Rv0904c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
accD4	Rv3799c	Rv3799c	protein_coding	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	1
accD6	Rv2247	Rv2247	protein_coding	0	1	1	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0
aceAa	Rv1915	Rv1915	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	1
aceAb	Rv1916	Rv1916	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	1
aceE	Rv2241	Rv2241	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
acg	Rv2032	Rv2032	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ackA	Rv0409	Rv0409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acn	Rv1475c	Rv1475c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
acpA	Rv0033	Rv0033	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
acpM	Rv2244	Rv2244	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
acrA1	Rv3391	Rv3391	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acs	Rv3667	Rv3667	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
acyP	Rv2922A	Rv2922A	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
add	Rv3313c	Rv3313c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
adh	Rv1530	Rv1530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
adhA	Rv1862	Rv1862	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
adhB	Rv0761c	Rv0761c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
adhC	Rv3045	Rv3045	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
adhD	Rv3086	Rv3086	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
adhE1	Rv0162c	Rv0162c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
adi	Rv2531c	Rv2531c	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
adoK	Rv2202c	Rv2202c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aftA	Rv3792	Rv3792	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
aftC	Rv2673	Rv2673	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aftD	Rv0236c	Rv0236c	protein_coding	0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	2	0
aglA	Rv2471	Rv2471	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
agpS	Rv3107c	Rv3107c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ahpE	Rv2238c	Rv2238c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
alaS	Rv2555c	Rv2555c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ald	Rv2780	Rv2780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aldA	Rv0768	Rv0768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
alkA	Rv1317c	Rv1317c	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
alr	Rv3423c	Rv3423c	protein_coding	0	1	0	11	0	0	0	0	1	0	0	0	0	0	0	0	1	10
amiA1	Rv3305c	Rv3305c	protein_coding	0	0	1	4	0	0	0	0	4	0	1	0	0	0	0	0	0	0
amiA2	Rv2363	Rv2363	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
amiB1	Rv3306c	Rv3306c	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
amiB2	Rv1263	Rv1263	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0
amiC	Rv2888c	Rv2888c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
amt	Rv2920c	Rv2920c	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	2
ansP1	Rv2127	Rv2127	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ansP2	Rv0346c	Rv0346c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
aofH	Rv3170	Rv3170	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
apa	Rv1860	Rv1860	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
aprA	Rv2395A	Rv2395A	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aprB	Rv2395B	Rv2395B	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
apt	Rv2584c	Rv2584c	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
arcA	Rv1001	Rv1001	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
argA	Rv2747	Rv2747	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
argB	Rv1654	Rv1654	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
argC	Rv1652	Rv1652	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
argD	Rv1655	Rv1655	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
argF	Rv1656	Rv1656	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
argJ	Rv1653	Rv1653	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
argS	Rv1292	Rv1292	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aroA	Rv3227	Rv3227	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
aroB	Rv2538c	Rv2538c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aroD	Rv2537c	Rv2537c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aroE	Rv2552c	Rv2552c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aroF	Rv2540c	Rv2540c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
aroG	Rv2178c	Rv2178c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aroK	Rv2539c	Rv2539c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
arsA	Rv2684	Rv2684	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
arsB1	Rv2685	Rv2685	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
arsB2	Rv3578	Rv3578	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
arsC	Rv2643	Rv2643	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
asd	Rv3708c	Rv3708c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ask	Rv3709c	Rv3709c	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2
asnB	Rv2201	Rv2201	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
aspB	Rv3565	Rv3565	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
aspC	Rv0337c	Rv0337c	protein_coding	0	0	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	2
aspS	Rv2572c	Rv2572c	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
atpA	Rv1308	Rv1308	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
atpB	Rv1304	Rv1304	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
atpC	Rv1311	Rv1311	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
atpD	Rv1310	Rv1310	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
atpE	Rv1305	Rv1305	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
atpF	Rv1306	Rv1306	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
atpG	Rv1309	Rv1309	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
atpH	Rv1307	Rv1307	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
atsA	Rv0711	Rv0711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
atsB	Rv3299c	Rv3299c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
atsD	Rv0663	Rv0663	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
atsF	Rv3077	Rv3077	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
atsG	Rv0296c	Rv0296c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
atsH	Rv3796	Rv3796	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
bacA	Rv1819c	Rv1819c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
bcpB	Rv1608c	Rv1608c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
betP	Rv0917	Rv0917	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
bfrA	Rv1876	Rv1876	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
bfrB	Rv3841	Rv3841	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bglS	Rv0186	Rv0186	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bioA	Rv1568	Rv1568	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
bioB	Rv1589	Rv1589	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
bioD	Rv1570	Rv1570	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0
bioF1	Rv1569	Rv1569	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
bioF2	Rv0032	Rv0032	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
bisC	Rv1442	Rv1442	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
bkdA	Rv2497c	Rv2497c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bkdB	Rv2496c	Rv2496c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bkdC	Rv2495c	Rv2495c	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blaC	Rv2068c	Rv2068c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
blaI	Rv1846c	Rv1846c	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
blaR	Rv1845c	Rv1845c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
bpoA	Rv3473c	Rv3473c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
bpoB	Rv1123c	Rv1123c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bpoC	Rv0554	Rv0554	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
